Idade,Curso_Tecnico,Anos_Para_Formar,Gosta_Matematica,Gosta_Programacao,Gosta_Biologia,Gosta_Fisica,Gosta_Quimica,Gosta_Arte_Design,Gosta_Comunicacao,Gosta_Negocios,Gosta_Historia,Gosta_Geografia,Graduacao_Indicada
26,Não,7,1,5,4,3,5,2,3,3,5,5,Medicina
17,Não,7,4,1,4,5,5,3,4,5,5,5,Medicina
29,Sim,6,1,1,5,5,3,3,3,1,4,2,Medicina
30,Não,5,1,1,1,1,2,1,3,2,1,1,Comunicação Social
49,Sim,3,4,1,4,4,3,3,5,3,1,3,Psicologia
18,Sim,7,2,5,5,1,5,5,1,3,3,2,Medicina
18,Sim,3,5,3,3,2,3,4,2,5,5,5,Administração
47,Sim,4,1,5,3,3,4,3,4,5,3,1,Direito
20,Não,5,5,5,5,5,1,1,1,5,5,4,Administração
50,Não,3,4,1,4,4,5,2,4,2,5,5,Odontologia
35,Não,5,4,2,2,4,2,3,5,1,2,1,Comunicação Social
25,Sim,7,5,3,2,3,5,3,1,5,1,2,Administração
40,Não,4,5,3,4,1,5,4,2,4,4,5,Odontologia
29,Não,6,4,2,5,1,1,2,5,5,4,2,Direito
46,Não,4,2,3,1,1,2,2,3,5,5,2,Administração
35,Não,5,5,1,2,5,3,4,3,4,4,3,Administração
26,Sim,4,3,1,3,2,2,2,5,2,3,3,Direito
30,Sim,7,3,1,1,4,3,5,5,2,5,1,Direito
36,Não,5,5,1,3,2,3,1,3,2,2,1,Psicologia
20,Sim,5,1,4,4,3,5,5,3,5,4,5,Medicina
21,Sim,7,4,1,1,2,5,5,2,2,1,2,Design
48,Sim,3,2,4,4,4,5,3,4,5,5,2,Odontologia
22,Não,6,3,3,2,1,1,3,3,5,4,1,Administração
30,Não,4,3,3,4,1,5,3,5,1,5,5,Medicina
22,Sim,6,1,4,2,5,3,5,1,4,1,1,Administração
30,Sim,6,5,3,2,5,5,2,2,5,4,3,Administração
28,Sim,7,1,5,5,5,2,5,3,1,2,3,Design
43,Sim,3,2,2,4,4,4,1,4,2,2,4,Odontologia
42,Não,6,5,5,1,5,2,3,5,1,4,1,Direito
28,Sim,5,3,4,1,5,1,4,4,1,1,5,Ciência da Computação
24,Não,3,3,2,5,2,1,1,2,3,4,2,Educação Física
26,Sim,7,4,4,4,2,5,1,2,4,2,4,Ciência da Computação
32,Não,6,2,1,5,2,1,3,2,3,4,4,Educação Física
42,Sim,7,3,2,2,5,3,4,3,4,5,2,Administração
24,Não,4,1,4,4,5,3,3,2,3,3,3,Medicina
45,Não,7,3,1,1,3,2,3,1,2,1,5,Licenciatura em Geografia
36,Sim,5,1,3,2,5,3,4,1,3,5,3,Design
33,Sim,7,1,4,5,5,4,4,3,3,1,2,Medicina
35,Não,3,5,2,5,5,1,5,4,1,4,4,Direito
33,Não,4,5,3,5,2,1,1,3,5,1,4,Administração
17,Sim,5,3,4,4,5,4,5,1,3,3,3,Ciência da Computação
45,Sim,4,3,4,5,2,2,3,1,1,2,1,Licenciatura em Biologia
30,Sim,5,1,3,2,2,3,2,2,3,5,5,Engenharia
33,Sim,4,5,1,4,4,3,5,3,5,3,3,Medicina
29,Não,6,3,2,4,5,1,4,2,5,3,1,Administração
45,Não,7,5,1,2,2,2,2,2,4,1,5,Administração
50,Não,3,2,2,1,2,5,2,4,1,4,4,Direito
43,Sim,3,1,3,4,2,5,5,5,2,2,4,Odontologia
49,Sim,6,5,1,2,5,3,3,2,5,1,4,Administração
45,Sim,4,3,5,4,3,1,2,2,1,1,1,Licenciatura em Biologia
35,Não,7,1,5,1,5,3,1,1,5,5,1,Administração
40,Sim,6,4,4,1,5,3,5,1,3,4,2,Design
30,Não,4,1,1,3,3,2,4,4,4,1,2,Administração
21,Sim,7,2,4,4,5,4,1,3,5,3,3,Medicina
40,Não,4,1,1,4,4,3,4,5,2,3,1,Direito
50,Não,3,5,2,2,4,2,3,4,2,2,2,Comunicação Social
47,Não,7,5,2,2,5,1,4,5,3,2,4,Design
46,Sim,3,3,3,3,4,5,4,3,4,2,2,Administração
25,Sim,3,3,5,2,2,3,3,3,2,1,2,Ciência da Computação
43,Sim,7,1,5,1,1,4,2,3,3,5,1,Licenciatura em História
44,Sim,6,1,3,5,5,3,3,4,4,2,5,Administração
42,Não,4,1,3,4,3,3,2,5,2,1,5,Psicologia
34,Não,7,5,3,3,2,2,1,4,3,5,2,Direito
24,Sim,3,5,3,4,3,1,3,2,1,3,3,Educação Física
34,Sim,4,4,1,3,3,1,5,2,1,4,2,Design
36,Sim,7,4,3,5,1,4,1,1,2,5,4,Odontologia
48,Sim,6,4,4,3,4,4,4,2,1,1,4,Design
45,Não,7,3,3,3,3,4,1,4,4,1,2,Administração
34,Sim,7,5,1,5,5,4,5,2,5,5,3,Medicina
23,Não,5,1,5,2,5,5,4,1,3,2,4,Design
17,Não,4,1,5,1,2,4,2,4,4,1,3,Administração
44,Não,7,4,5,3,2,2,3,3,1,2,4,Psicologia
49,Sim,3,3,1,1,3,1,1,3,5,1,1,Administração
20,Sim,3,3,3,3,1,1,5,1,1,2,2,Design
36,Sim,5,4,2,5,4,2,5,2,3,4,3,Design
47,Sim,3,1,5,1,1,1,5,1,4,2,3,Administração
44,Não,7,3,5,4,1,1,3,5,5,1,3,Administração
19,Sim,4,2,2,1,2,5,1,5,1,4,2,Direito
22,Não,5,4,3,5,4,5,4,4,3,2,1,Medicina
39,Sim,5,1,5,2,3,4,4,1,5,4,2,Administração
23,Não,6,2,3,2,1,4,5,5,3,5,4,Direito
17,Não,6,5,4,1,3,3,4,1,3,5,5,Design
22,Não,4,1,2,5,2,5,1,3,2,3,3,Medicina
40,Sim,4,2,1,2,3,2,4,1,1,3,5,Design
40,Não,5,5,3,2,5,2,3,1,1,4,1,Licenciatura em Matemática
45,Não,7,3,2,2,4,3,3,1,5,5,4,Administração
48,Sim,7,1,2,1,1,5,3,4,2,1,2,Comunicação Social
41,Não,6,1,2,2,2,5,4,4,3,3,4,Direito
26,Sim,4,3,1,5,3,2,1,1,4,5,5,Administração
41,Sim,4,1,5,5,2,5,3,3,1,1,5,Odontologia
43,Não,7,4,4,4,5,4,5,2,1,1,4,Odontologia
48,Não,6,2,5,2,2,5,5,1,1,4,4,Design
28,Sim,7,5,3,4,4,5,5,5,5,2,5,Engenharia
20,Não,7,5,2,4,4,2,4,2,3,2,1,Design
42,Sim,5,2,5,2,4,5,5,5,5,1,3,Administração
19,Sim,4,4,1,4,5,1,4,4,3,1,2,Engenharia
33,Não,5,1,1,2,4,5,3,2,5,4,3,Administração
25,Sim,5,3,4,3,5,2,1,2,4,3,1,Ciência da Computação
45,Não,7,3,5,5,1,1,2,3,4,2,2,Administração
17,Não,6,1,1,3,5,4,3,5,2,5,5,Direito
34,Sim,7,5,1,1,3,1,2,5,3,2,5,Licenciatura em Matemática
36,Não,6,2,4,1,4,5,4,3,5,2,2,Administração
50,Não,4,2,3,4,2,5,3,4,4,5,2,Odontologia
44,Não,3,5,5,3,5,3,2,5,3,4,1,Direito
32,Não,4,2,3,3,1,4,5,3,4,3,4,Administração
37,Não,7,5,2,2,3,2,4,1,1,5,2,Design
29,Não,6,4,3,4,1,2,5,5,1,1,2,Design
48,Sim,3,1,1,5,1,2,5,2,5,5,5,Administração
22,Não,6,5,1,3,3,3,2,2,3,5,3,Educação Física
29,Sim,6,4,3,3,4,2,3,5,2,4,5,Engenharia
29,Sim,3,5,3,2,2,1,1,4,3,1,3,Licenciatura em Geografia
28,Não,3,4,2,2,3,4,2,2,2,4,3,Psicologia
49,Não,4,4,2,5,4,5,2,2,2,3,2,Odontologia
44,Sim,5,4,5,4,4,2,4,3,5,4,1,Administração
19,Sim,3,1,1,2,5,4,1,2,2,4,3,Licenciatura em História
34,Não,5,5,5,1,4,5,2,4,4,1,4,Administração
42,Sim,5,5,5,3,3,5,2,1,3,4,1,Licenciatura em Matemática
18,Sim,5,5,3,1,4,1,2,3,1,3,1,Engenharia
20,Não,5,4,1,1,5,1,4,2,3,2,4,Design
44,Sim,3,2,5,3,5,5,2,3,1,5,3,Psicologia
44,Sim,6,2,3,3,2,2,4,5,2,2,3,Design
41,Não,3,5,4,2,3,3,2,3,5,5,5,Administração
42,Não,3,2,2,4,3,3,4,4,2,1,5,Design
18,Não,7,2,3,3,2,2,4,4,1,2,3,Design
50,Não,7,2,3,4,3,5,2,5,5,3,2,Odontologia
46,Sim,4,4,5,3,1,2,1,2,1,5,5,Licenciatura em Matemática
37,Sim,5,5,3,1,5,3,2,2,5,4,2,Administração
39,Sim,5,5,3,1,1,5,1,2,3,3,2,Licenciatura em Matemática
49,Sim,7,3,5,5,4,1,4,5,2,3,4,Direito
18,Sim,6,3,3,2,2,1,4,1,2,2,2,Design
43,Não,4,2,2,2,1,3,5,5,4,5,5,Direito
38,Sim,6,5,1,3,4,1,3,1,4,2,2,Administração
50,Sim,7,2,5,3,3,2,4,2,1,1,3,Design
32,Não,6,4,4,2,3,4,2,4,2,5,4,Direito
36,Sim,5,5,4,5,4,4,4,3,4,4,5,Odontologia
42,Sim,7,4,1,3,4,1,1,4,3,4,5,Direito
32,Não,6,4,2,4,4,2,5,3,3,4,3,Design
22,Não,4,5,3,3,4,1,5,2,1,1,3,Design
39,Sim,4,2,4,4,4,1,3,5,1,4,1,Direito
24,Não,3,3,3,4,2,5,3,3,3,1,3,Medicina
22,Sim,7,2,2,1,4,2,2,3,5,1,3,Administração
38,Sim,7,3,5,1,3,3,5,1,5,1,3,Administração
22,Não,7,1,1,5,3,2,5,4,4,1,3,Administração
48,Sim,5,3,2,1,2,2,3,3,5,4,3,Administração
33,Não,5,5,4,4,4,1,3,3,2,5,3,Psicologia
33,Não,7,3,4,5,5,5,2,1,1,3,3,Medicina
39,Sim,6,1,1,1,3,5,1,3,5,1,1,Administração
29,Sim,5,3,5,1,4,1,2,2,2,1,5,Ciência da Computação
48,Não,7,2,2,4,5,5,1,2,2,2,2,Odontologia
38,Não,5,3,4,3,5,2,5,2,5,3,2,Administração
23,Não,3,5,4,5,1,3,3,2,4,3,5,Medicina
38,Não,4,5,5,1,5,3,1,4,5,2,1,Administração
37,Sim,3,4,4,4,5,3,5,1,2,1,2,Design
22,Não,7,2,4,1,3,5,3,5,4,1,5,Administração
30,Sim,4,2,3,3,5,4,1,3,2,2,4,Psicologia
32,Não,6,3,1,2,5,1,4,5,3,2,2,Design
19,Não,7,3,3,5,3,4,3,1,2,3,3,Medicina
25,Sim,6,5,4,5,1,1,1,2,5,1,4,Ciência da Computação
37,Sim,6,4,5,4,1,4,5,4,4,2,1,Odontologia
46,Não,5,1,1,4,4,1,3,3,1,3,2,Psicologia
46,Sim,5,3,2,1,4,3,1,5,1,2,1,Comunicação Social
48,Sim,4,2,2,5,5,3,3,5,4,3,3,Direito
39,Sim,4,3,5,1,5,2,4,4,3,2,3,Design
19,Sim,5,4,2,2,4,4,3,5,3,4,1,Engenharia
17,Não,4,2,3,5,4,1,2,4,1,4,3,Direito
19,Sim,3,4,4,2,5,3,3,4,3,3,3,Engenharia
23,Não,7,2,2,1,3,1,4,1,4,4,4,Administração
19,Não,3,3,3,3,3,3,5,3,5,4,1,Administração
19,Não,7,4,1,2,3,1,2,3,2,4,5,Ciência da Computação
20,Não,5,5,5,3,4,4,1,4,4,5,2,Direito
47,Sim,3,2,1,5,1,1,1,3,1,2,4,Psicologia
18,Não,6,4,1,3,4,3,4,4,5,5,1,Direito
30,Não,3,4,3,3,3,1,4,3,2,4,3,Design
47,Sim,4,1,2,1,2,3,2,5,4,5,1,Direito
18,Sim,3,1,3,1,3,2,1,4,4,4,2,Direito
47,Sim,5,3,2,1,2,5,5,1,3,4,1,Design
38,Não,5,5,4,1,3,5,5,1,2,3,2,Design
26,Sim,4,5,5,5,3,4,2,2,4,3,3,Ciência da Computação
46,Não,7,4,4,1,2,3,1,2,4,2,4,Administração
49,Não,4,4,2,5,3,4,4,5,4,4,5,Odontologia
35,Não,7,4,2,5,2,4,3,2,3,2,4,Odontologia
41,Sim,5,2,1,3,2,1,1,4,3,2,2,Psicologia
17,Não,5,3,2,5,4,5,4,4,5,5,4,Medicina
48,Não,7,3,1,1,1,4,4,5,1,4,5,Direito
41,Sim,3,1,1,4,4,3,1,4,2,4,2,Direito
33,Não,3,4,5,3,1,3,1,5,4,5,1,Direito
30,Sim,4,4,2,5,1,2,2,5,4,5,5,Direito
29,Sim,5,2,4,3,3,5,5,2,1,1,5,Design
18,Sim,3,4,3,5,2,4,2,1,5,1,1,Medicina
48,Sim,5,4,1,5,1,2,3,5,5,2,1,Administração
48,Sim,4,3,3,3,1,3,2,4,4,1,1,Administração
22,Sim,6,4,1,3,1,5,5,3,1,1,2,Design
41,Não,5,2,4,2,2,3,3,3,4,4,4,Administração
19,Sim,6,2,1,2,5,4,1,5,4,5,3,Direito
34,Não,5,5,5,1,1,1,5,2,3,1,4,Design
19,Não,7,5,1,5,2,5,5,4,4,4,4,Medicina
21,Não,6,1,2,3,2,2,1,2,3,2,5,Educação Física
40,Não,7,2,5,4,5,2,3,3,3,1,1,Psicologia
50,Sim,7,2,1,3,4,1,3,1,4,4,2,Administração
40,Não,4,3,1,2,1,2,1,4,3,4,1,Direito
44,Sim,4,5,3,3,5,1,5,5,2,4,1,Direito
50,Não,3,1,1,4,5,5,1,2,1,3,4,Odontologia
32,Sim,6,3,5,3,4,4,4,1,4,4,4,Administração
23,Sim,3,3,1,3,1,4,3,5,2,1,4,Educação Física
34,Não,6,5,3,4,5,5,2,3,4,5,1,Medicina
22,Sim,4,3,4,2,5,2,2,4,5,5,3,Ciência da Computação
44,Sim,4,5,3,3,4,1,1,3,2,2,5,Psicologia
50,Sim,4,2,3,2,5,5,5,5,3,1,3,Design
45,Sim,6,2,1,4,3,5,5,2,2,3,2,Odontologia
20,Não,4,5,4,3,1,4,4,4,2,4,1,Direito
30,Não,3,4,5,3,1,5,4,1,2,5,4,Design
21,Não,7,4,5,5,4,3,5,2,1,1,2,Medicina
41,Não,6,1,2,1,5,5,4,4,3,2,2,Design
24,Sim,7,4,3,4,3,1,5,4,5,3,5,Direito
31,Não,3,1,3,2,3,5,2,3,3,1,4,Licenciatura em Geografia
35,Não,5,5,2,4,3,1,3,2,2,4,2,Educação Física
27,Sim,4,5,1,5,5,4,5,1,3,3,3,Engenharia
36,Sim,3,5,5,4,2,3,2,2,5,1,5,Administração
34,Não,5,1,5,1,4,3,5,2,5,3,5,Administração
30,Não,6,3,2,4,2,4,1,5,5,3,2,Medicina
41,Não,3,1,2,2,4,2,1,3,2,5,1,Licenciatura em História
32,Sim,6,3,2,2,1,1,2,5,1,5,3,Direito
34,Não,7,2,4,1,1,3,3,4,3,2,5,Comunicação Social
17,Sim,7,2,3,5,5,1,1,1,5,3,4,Administração
17,Sim,6,3,5,3,4,1,5,2,2,2,4,Ciência da Computação
17,Não,7,3,1,3,2,4,1,5,4,3,3,Direito
37,Sim,7,4,4,1,1,1,4,3,1,3,2,Design
41,Sim,4,3,3,1,5,3,4,3,3,4,5,Design
43,Não,6,3,4,2,1,5,1,5,5,5,5,Direito
26,Sim,6,5,3,1,2,1,5,3,5,1,5,Administração
28,Sim,5,1,2,2,4,3,5,4,4,1,2,Administração
44,Sim,4,3,1,4,3,1,3,4,1,1,5,Psicologia
48,Não,3,5,2,2,1,3,4,2,1,5,4,Design
49,Sim,4,3,5,2,4,3,3,1,5,5,5,Administração
24,Sim,3,4,5,4,1,2,5,2,3,5,1,Ciência da Computação
42,Sim,6,3,5,2,4,1,5,1,4,3,2,Administração
18,Não,4,3,5,3,2,5,2,4,3,2,5,Educação Física
50,Não,5,5,4,2,3,4,2,3,5,1,5,Administração
22,Não,7,3,1,1,1,1,1,5,2,2,3,Licenciatura em Biologia
47,Não,3,5,1,2,5,5,3,5,3,4,5,Direito
39,Não,7,1,5,4,5,4,2,4,1,5,4,Odontologia
28,Não,6,5,3,1,1,3,4,4,4,2,4,Administração
44,Não,6,1,2,4,4,5,4,1,2,3,3,Odontologia
31,Sim,6,3,5,4,4,2,3,4,3,2,1,Psicologia
35,Sim,7,1,3,3,1,2,4,1,1,2,1,Design
28,Não,6,2,1,5,4,3,2,3,1,1,1,Medicina
18,Não,6,2,2,3,1,4,1,1,2,5,3,Educação Física
27,Não,7,5,1,4,2,4,2,2,4,4,3,Medicina
41,Sim,6,4,1,4,3,2,2,1,1,1,4,Licenciatura em Matemática
37,Sim,3,3,4,4,4,2,5,3,1,3,2,Design
25,Sim,4,2,2,4,3,1,2,4,3,2,2,Educação Física
28,Sim,3,4,4,4,2,3,4,1,2,2,1,Ciência da Computação
26,Não,6,5,5,3,5,5,1,1,4,4,2,Administração
21,Sim,6,1,2,5,2,1,2,3,3,4,5,Educação Física
49,Sim,6,3,3,4,2,1,4,3,3,5,1,Design
21,Sim,6,1,1,5,4,1,4,5,2,4,4,Direito
32,Não,7,3,1,1,5,4,1,3,5,4,2,Administração
45,Não,4,2,4,2,3,4,3,5,1,1,3,Comunicação Social
34,Não,7,4,4,4,5,4,3,4,2,5,2,Medicina
45,Sim,7,5,4,4,2,4,3,5,5,4,4,Odontologia
22,Sim,6,3,2,4,5,5,3,1,1,3,1,Medicina
34,Sim,3,2,1,2,4,4,3,3,1,1,4,Licenciatura em Geografia
48,Não,3,5,3,5,4,5,1,2,1,4,5,Odontologia
47,Não,5,3,2,3,2,3,4,1,2,4,1,Design
27,Sim,4,2,1,4,1,1,5,5,2,4,4,Direito
42,Sim,5,5,5,2,5,2,1,3,4,5,2,Administração
44,Não,7,1,5,1,3,1,4,5,4,2,5,Administração
43,Sim,5,4,4,2,2,5,3,2,4,3,5,Administração
35,Sim,5,4,4,4,1,4,5,3,3,2,2,Odontologia
43,Sim,5,1,4,5,5,5,4,1,2,3,1,Odontologia
36,Não,4,4,1,5,1,2,1,1,5,5,3,Administração
19,Não,3,4,4,1,2,1,3,1,5,3,1,Administração
32,Não,3,3,3,4,5,1,5,4,4,4,3,Direito
45,Não,5,2,3,1,1,3,4,4,5,2,5,Administração
31,Não,4,1,5,1,1,5,3,5,5,3,4,Direito
46,Não,3,2,2,4,4,3,1,5,5,3,2,Direito
17,Não,6,4,1,5,2,4,4,4,5,3,5,Medicina
45,Não,3,2,2,5,3,3,5,4,1,5,1,Direito
46,Não,3,5,4,5,2,1,4,4,3,2,3,Design
48,Sim,4,1,1,5,2,1,5,2,5,2,1,Administração
26,Sim,4,1,4,5,4,1,3,1,5,5,1,Administração
43,Sim,3,1,2,1,3,4,2,3,5,4,3,Administração
24,Sim,6,3,5,3,4,5,2,5,2,3,1,Ciência da Computação
41,Não,6,2,3,4,2,1,4,4,3,5,2,Direito
36,Sim,5,2,3,3,1,2,1,2,2,2,1,Educação Física
33,Sim,5,3,3,1,1,5,3,4,5,4,3,Direito
39,Sim,3,1,1,4,2,3,3,1,5,2,1,Administração
41,Não,3,3,4,1,5,5,4,4,5,2,2,Administração
47,Sim,3,3,3,4,2,4,3,4,4,3,5,Odontologia
22,Sim,6,4,4,2,2,4,4,2,2,5,4,Ciência da Computação
20,Sim,7,1,3,1,5,5,4,4,5,1,5,Administração
36,Não,5,5,2,1,5,3,1,1,5,2,1,Administração
17,Sim,5,4,5,2,4,1,2,3,5,3,1,Engenharia
42,Não,7,1,4,5,1,1,2,5,5,5,1,Direito
50,Não,3,1,1,2,5,3,3,2,3,1,2,Odontologia
26,Sim,5,1,3,2,2,3,2,4,2,4,5,Direito
39,Não,6,2,2,3,3,1,5,4,1,4,3,Direito
40,Não,7,1,3,3,3,5,1,3,5,2,4,Administração
29,Sim,6,1,5,5,4,3,3,3,3,2,2,Medicina
45,Não,3,5,3,3,3,4,1,4,2,3,3,Direito
43,Sim,5,1,5,5,1,4,2,3,4,1,4,Odontologia
47,Sim,6,3,4,2,2,4,5,4,4,2,5,Administração
26,Sim,7,1,5,3,3,1,3,4,5,2,3,Administração
47,Não,3,1,2,5,1,5,1,4,2,4,5,Odontologia
26,Sim,5,1,2,5,3,3,4,5,4,1,1,Medicina
40,Sim,5,2,4,3,2,1,1,4,5,3,1,Direito
49,Sim,3,4,1,4,4,1,2,3,1,1,1,Psicologia
30,Não,3,2,2,3,1,1,4,1,5,2,2,Administração
50,Sim,3,5,4,5,5,5,1,2,5,2,3,Odontologia
33,Não,6,5,4,4,5,1,3,2,4,2,5,Administração
37,Não,4,3,2,3,3,4,2,2,4,1,3,Administração
48,Sim,5,3,4,2,5,4,5,2,1,2,5,Design
19,Não,6,5,4,1,1,3,5,4,1,5,1,Direito
31,Sim,7,4,3,3,5,3,3,1,1,5,4,Educação Física
24,Não,5,4,4,3,1,5,4,5,2,2,4,Design
48,Sim,4,5,2,1,5,3,3,4,4,4,3,Direito
42,Sim,7,1,2,4,4,2,3,1,3,1,3,Licenciatura em Biologia
46,Não,5,2,2,1,3,1,5,3,4,3,2,Administração
25,Sim,4,2,3,4,1,4,3,3,3,1,2,Medicina
48,Sim,3,1,2,5,4,2,4,5,5,1,4,Administração
27,Não,4,4,4,4,3,5,3,1,1,2,1,Medicina
38,Não,5,2,5,2,4,5,1,1,5,5,5,Administração
50,Não,4,2,3,1,5,1,3,3,5,3,2,Administração
34,Não,5,3,5,2,1,3,2,1,5,1,1,Administração
35,Não,5,4,1,2,2,2,1,2,5,3,3,Administração
34,Sim,4,5,5,1,4,3,5,5,5,3,5,Direito
34,Sim,4,5,4,4,2,2,4,1,1,4,5,Design
28,Sim,7,1,3,2,1,1,2,2,4,5,4,Administração
20,Não,7,2,2,2,5,5,5,5,3,4,5,Direito
43,Não,6,5,2,4,5,5,2,2,5,5,2,Odontologia
21,Sim,5,1,5,2,2,1,5,5,4,2,2,Administração
22,Não,7,3,5,3,3,5,5,5,1,2,4,Design
29,Sim,6,4,5,1,2,5,3,5,5,2,4,Ciência da Computação
39,Sim,5,2,4,4,2,4,3,2,4,3,1,Odontologia
41,Não,6,2,2,3,2,3,4,1,4,3,5,Administração
20,Não,7,1,1,3,2,1,1,2,2,5,5,Educação Física
48,Não,6,2,4,4,1,3,1,2,2,1,1,Licenciatura em Biologia
31,Não,4,4,2,5,1,5,4,4,3,5,4,Medicina
42,Não,6,5,2,2,2,3,3,4,3,4,5,Direito
27,Não,3,1,2,2,2,1,5,1,1,4,4,Design
25,Sim,3,4,2,5,5,3,1,3,5,4,3,Engenharia
27,Não,6,2,3,5,4,1,5,2,1,4,1,Design
18,Sim,3,5,2,5,1,1,4,2,5,3,5,Administração
43,Sim,6,4,5,2,3,4,3,4,1,4,5,Direito
42,Sim,6,5,2,1,3,4,5,4,4,3,4,Direito
24,Não,6,5,1,2,3,3,4,3,2,1,4,Design
37,Sim,3,1,3,1,4,3,3,3,4,3,3,Administração
37,Não,5,2,1,2,5,2,1,4,1,3,4,Direito
24,Não,6,3,1,1,4,4,3,3,4,3,5,Administração
17,Não,6,3,1,1,2,4,3,3,4,5,5,Administração
29,Não,4,3,4,3,5,3,2,2,4,4,4,Administração
25,Não,4,4,2,2,5,4,5,1,2,1,2,Design
44,Sim,7,3,2,1,2,1,5,3,3,2,1,Design
22,Não,3,2,1,3,3,4,1,5,3,5,4,Direito
39,Sim,5,3,2,2,3,4,2,1,3,1,5,Licenciatura em Geografia
33,Não,6,5,4,1,1,1,2,4,2,4,4,Direito
25,Não,6,5,2,3,3,1,2,4,5,5,4,Direito
28,Não,3,5,2,5,4,4,1,1,5,2,4,Medicina
38,Sim,7,3,1,1,5,2,1,1,1,5,1,Licenciatura em História
28,Sim,7,2,3,3,1,3,2,2,5,4,4,Administração
22,Sim,4,2,3,1,1,1,3,5,4,5,4,Direito
25,Sim,3,3,2,2,3,4,4,3,5,2,2,Administração
19,Não,7,2,1,3,1,5,2,1,3,3,4,Educação Física
50,Não,7,3,3,2,1,2,3,2,3,5,5,Licenciatura em História
24,Sim,5,2,3,3,2,3,2,4,2,5,5,Direito
26,Sim,4,1,5,1,3,2,4,3,3,5,2,Design
25,Sim,4,1,3,2,3,1,2,5,2,2,3,Administração
30,Sim,4,2,4,4,5,1,1,5,3,4,2,Direito
43,Não,7,5,5,4,4,3,2,4,3,2,5,Psicologia
48,Não,6,1,1,4,1,4,3,2,4,1,3,Odontologia
20,Não,7,4,5,4,1,1,5,2,3,1,3,Design
18,Sim,7,3,3,3,4,5,1,4,3,4,1,Direito
49,Sim,3,4,5,2,4,5,5,5,1,4,3,Direito
37,Não,4,2,1,3,1,4,4,3,2,3,2,Design
17,Sim,4,2,2,2,4,5,4,5,3,4,1,Direito
27,Sim,5,5,4,4,2,5,3,4,2,4,4,Ciência da Computação
17,Sim,4,1,2,5,4,2,5,3,2,4,1,Design
27,Não,7,1,1,1,3,2,5,3,3,3,3,Design
23,Sim,3,4,2,4,1,5,1,3,3,1,1,Medicina
18,Não,5,1,4,4,1,5,1,3,5,3,5,Medicina
31,Sim,7,2,1,5,4,5,2,2,4,3,4,Medicina
24,Sim,7,5,2,3,5,5,1,1,3,1,4,Engenharia
42,Não,5,3,4,3,2,1,3,1,1,1,5,Licenciatura em Geografia
37,Não,7,4,5,2,3,4,3,4,3,1,5,Comunicação Social
24,Não,7,4,2,1,4,1,5,4,4,1,2,Administração
48,Não,3,3,5,2,5,3,1,3,1,1,1,Licenciatura em Matemática
24,Sim,3,2,3,4,4,3,1,5,2,3,1,Medicina
26,Sim,3,4,5,3,1,4,3,4,1,5,3,Ciência da Computação
39,Não,4,1,5,4,3,4,4,1,2,2,2,Odontologia
20,Não,5,1,3,4,4,5,2,5,1,3,3,Medicina
46,Sim,3,1,1,3,1,4,3,4,2,2,2,Psicologia
39,Sim,7,5,3,4,2,5,2,2,2,5,4,Odontologia
21,Sim,4,3,5,4,1,1,4,4,2,3,2,Ciência da Computação
37,Não,5,2,1,1,4,3,3,2,2,2,3,Licenciatura em História
22,Não,3,1,2,2,4,2,2,5,3,3,1,Direito
33,Sim,3,1,4,1,2,1,5,4,5,4,4,Direito
41,Não,5,5,1,5,4,3,5,1,5,2,5,Administração
40,Sim,3,1,5,1,5,2,3,3,5,1,3,Administração
38,Não,5,5,2,2,2,2,5,2,5,4,4,Administração
29,Não,5,3,1,1,3,4,1,1,1,3,4,Licenciatura em História
33,Sim,7,4,4,5,1,1,5,5,3,5,2,Direito
30,Sim,5,1,5,4,3,4,3,2,4,4,2,Medicina
50,Não,6,1,3,4,2,2,4,1,2,1,1,Design
42,Sim,3,3,4,1,5,1,3,4,4,1,4,Administração
35,Não,7,4,4,5,2,2,3,1,5,1,5,Administração
42,Sim,4,5,4,2,5,3,5,1,3,2,2,Design
19,Sim,6,4,4,5,4,2,2,2,3,2,3,Engenharia
18,Não,5,1,2,1,2,2,3,1,2,2,1,Odontologia
44,Sim,4,3,1,3,3,5,5,1,3,2,3,Design
18,Não,4,2,4,3,1,3,2,2,2,2,5,Educação Física
38,Não,4,3,4,5,2,3,1,1,4,4,1,Administração
23,Não,4,5,5,1,1,3,2,1,2,3,2,Psicologia
20,Não,7,5,3,5,2,4,4,1,5,2,1,Medicina
36,Sim,7,1,5,1,2,4,1,5,4,5,1,Direito
22,Não,4,3,1,2,2,2,4,2,5,1,5,Administração
25,Não,6,2,2,3,4,3,2,1,4,3,4,Administração
47,Não,3,3,3,4,3,5,1,3,4,4,2,Odontologia
42,Sim,3,5,5,3,4,2,1,5,2,1,3,Psicologia
42,Não,7,3,5,4,3,3,2,2,4,2,4,Administração
44,Não,6,1,2,1,1,3,5,3,1,5,3,Design
21,Sim,6,5,2,4,4,4,5,1,4,2,1,Engenharia
26,Não,5,3,3,2,1,3,2,1,3,5,5,Administração
34,Não,7,3,4,1,2,5,3,4,2,3,3,Direito
31,Sim,6,1,2,3,4,3,2,4,5,5,4,Direito
49,Não,6,1,5,3,4,5,2,5,5,2,1,Administração
